cpu_usage,memory_usage,label,anomaly_type,packets_count,flow_bytes_per_second,flow_packets_per_second,container_cpu_usage_seconds_rate,container_memory_usage_bytes,anomaly_type_encoded,timestamp,server_name,data_center
,,1,security_attack,2.0,0.0,1.9903030768927803,0.0496403022670021,50044928.0,0,2024-01-01 01:18:00,server-07,dc-frankfurt-01
,,1,security_attack,2.0,0.0,1.9659941413496085,0.0496403022670021,50044928.0,0,2024-01-01 01:20:00,server-09,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.0981375600229472,60653568.0,0,2024-01-01 01:22:00,server-09,dc-paris-01
,,1,security_attack,9.0,1858270.507268388,8190.222607940985,0.1357867968938986,88825856.0,0,2024-01-01 01:24:00,server-07,dc-amsterdam-01
,,0,security_attack,20.0,2594.770470421148,6.90741506833794,0.0656302220284683,46141440.0,0,2024-01-01 01:26:00,server-01,dc-london-01
,,1,security_attack,9.0,486394.476806904,6786.899676375405,0.1151547536433012,61333504.0,0,2024-01-01 01:28:00,server-03,dc-amsterdam-01
,,0,security_attack,1.0,0.0,0.0,0.1036468005018829,60719104.0,0,2024-01-01 01:30:00,server-09,dc-paris-01
,,1,security_attack,9.0,1921383.0223928343,8050.487523992322,0.0193527168732294,89149440.0,0,2024-01-01 01:32:00,server-08,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.0978420634920567,61091840.0,0,2024-01-01 01:34:00,server-07,dc-amsterdam-01
,,1,security_attack,9.0,85352.09437852821,1276.027989047764,0.1091971153846131,62054400.0,0,2024-01-01 01:36:00,server-10,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.095990743914982,61128704.0,0,2024-01-01 01:38:00,server-06,dc-paris-01
,,1,security_attack,9.0,1300191.0442842431,19438.07209062822,0.1008194730870159,61939712.0,0,2024-01-01 01:40:00,server-10,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.1151547536433012,61333504.0,0,2024-01-01 01:42:00,server-05,dc-frankfurt-01
,,1,security_attack,9.0,549743.3067711735,8218.753755715219,0.108461262610339,61552640.0,0,2024-01-01 01:44:00,server-06,dc-frankfurt-01
,,1,security_attack,9.0,189369.0382192356,2642.358672826544,0.0978420634920567,61091840.0,0,2024-01-01 01:46:00,server-07,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.1166838709677436,61255680.0,0,2024-01-01 01:48:00,server-08,dc-frankfurt-01
,,0,security_attack,10.0,129.04445333484338,2.1435955703462355,0.0997811907563873,59767193.6,0,2024-01-01 01:50:00,server-05,dc-frankfurt-01
,,1,security_attack,9.0,546294.0302899178,8167.186499350931,0.0971796407185578,60243968.0,0,2024-01-01 01:52:00,server-03,dc-london-01
,,1,security_attack,2.0,0.0,1.951647868954064,0.0496403022670021,50044928.0,0,2024-01-01 01:54:00,server-09,dc-frankfurt-01
,,1,security_attack,2.0,2197016.380952381,399457.5238095238,0.0406853193197268,111824896.0,0,2024-01-01 01:56:00,server-08,dc-amsterdam-01
,,0,security_attack,28.0,1842.259219428312,5.602613027478302,0.0556146355123984,58875084.8,0,2024-01-01 01:58:00,server-07,dc-amsterdam-01
,,1,security_attack,9.0,319865.0274957385,2797.6533017119987,0.018852051835769,85184512.0,0,2024-01-01 02:00:00,server-02,dc-amsterdam-01
,,0,security_attack,24.0,1898.2636690265424,6.003205699912638,0.0701765344545355,98484224.0,0,2024-01-01 02:02:00,server-04,dc-amsterdam-01
,,1,security_attack,9.0,326100.05785920925,4550.233365477338,0.1124254484304929,62418944.0,0,2024-01-01 02:04:00,server-10,dc-amsterdam-01
,,1,security_attack,2.0,576716.8,104857.6,0.0406853193197268,111824896.0,0,2024-01-01 02:06:00,server-03,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.099540103016919,62009344.0,0,2024-01-01 02:08:00,server-01,dc-frankfurt-01
,,1,security_attack,9.0,67799.01745341282,1013.6065732237796,0.0978420634920567,61091840.0,0,2024-01-01 02:10:00,server-05,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.0969164037035193,61110272.0,0,2024-01-01 02:12:00,server-03,dc-paris-01
,,1,security_attack,9.0,950002.9688013135,3874.049261083744,0.3165147324072279,89153536.0,0,2024-01-01 02:14:00,server-03,dc-frankfurt-01
,,1,security_attack,9.0,237559.3677555321,3314.781875658588,0.0860115417855376,59580416.0,0,2024-01-01 02:16:00,server-01,dc-frankfurt-01
,,1,security_attack,5.0,7166.136734467234,179.15341836168085,0.054462352968364,49899520.0,0,2024-01-01 02:18:00,server-01,dc-paris-01
,,1,security_attack,2.0,551882.1052631579,110376.42105263156,0.0283599713483723,121888768.0,0,2024-01-01 02:20:00,server-01,dc-london-01
,,1,security_attack,9.0,670524.3838565022,2821.2807174887894,0.4070672740012984,88313856.0,0,2024-01-01 02:22:00,server-04,dc-london-01
,,0,security_attack,2.0,0.0,14488.096718480136,0.0075696202531628,117342208.0,0,2024-01-01 02:24:00,server-03,dc-frankfurt-01
,,1,security_attack,9.0,2164434.7640671274,9316.07502467917,0.0148619195044302,88109056.0,0,2024-01-01 02:26:00,server-03,dc-paris-01
,,1,security_attack,9.0,497668.5209713024,6944.211920529801,0.0945707695044212,59482112.0,0,2024-01-01 02:28:00,server-02,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.0962937456078648,60706816.0,0,2024-01-01 02:30:00,server-01,dc-paris-01
,,1,security_attack,9.0,266981.7507154841,3725.326754169545,0.0923554609367802,61052928.0,0,2024-01-01 02:32:00,server-07,dc-amsterdam-01
,,0,security_attack,1.0,0.0,0.0,0.0999813744380297,60600320.0,0,2024-01-01 02:34:00,server-09,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.0860115417855376,59580416.0,0,2024-01-01 02:36:00,server-01,dc-london-01
,,1,security_attack,9.0,61303.55948334467,916.4983975915316,0.0950197956577304,59715584.0,0,2024-01-01 02:38:00,server-09,dc-amsterdam-01
,,0,security_attack,1.0,0.0,0.0,0.1024679934447677,62224384.0,0,2024-01-01 02:40:00,server-04,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.0887126491028039,60362752.0,0,2024-01-01 02:42:00,server-10,dc-frankfurt-01
,,1,security_attack,2.0,0.0,1.991012610968716,0.0496403022670021,50044928.0,0,2024-01-01 02:44:00,server-02,dc-amsterdam-01
,,1,security_attack,2.0,0.0,1.938784788067677,0.0309712160413976,121516032.0,0,2024-01-01 02:46:00,server-07,dc-amsterdam-01
,,1,security_attack,9.0,49617.22588378628,741.7857690267052,0.0900728982951237,59301888.0,0,2024-01-01 02:48:00,server-05,dc-amsterdam-01
,,0,security_attack,1.0,0.0,0.0,0.0935514178851619,59574272.0,0,2024-01-01 02:50:00,server-06,dc-paris-01
,,1,security_attack,9.0,1132632.5171776875,4648.286664203916,0.3930358500814624,89210880.0,0,2024-01-01 02:52:00,server-10,dc-amsterdam-01
,,1,security_attack,9.0,1890614.303030303,8411.037433155081,0.0148619195044302,88109056.0,0,2024-01-01 02:54:00,server-03,dc-amsterdam-01
,,1,security_attack,9.0,61135.83225587758,913.990847679233,0.0903299225109763,59478016.0,0,2024-01-01 02:56:00,server-09,dc-amsterdam-01
,,1,security_attack,9.0,2856732.925026399,39861.38965153115,0.107725409836065,61050880.0,0,2024-01-01 02:58:00,server-01,dc-paris-01
,,1,security_attack,9.0,375896.3568153397,5245.065443934973,0.0882672491475596,59439104.0,0,2024-01-01 03:00:00,server-06,dc-paris-01
,,1,security_attack,9.0,66366.26736056354,992.1867213373284,0.1181427576601648,62050304.0,0,2024-01-01 03:02:00,server-01,dc-frankfurt-01
,,1,security_attack,9.0,1887263.3382961128,7805.776674937965,0.3206496330049242,86693888.0,0,2024-01-01 03:04:00,server-05,dc-frankfurt-01
,,1,security_attack,9.0,1527635.5665976536,6512.894409937888,0.4070672740012984,88313856.0,0,2024-01-01 03:06:00,server-04,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.095990743914982,61128704.0,0,2024-01-01 03:08:00,server-09,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.1024286000054232,61741056.0,0,2024-01-01 03:10:00,server-06,dc-london-01
,,1,security_attack,9.0,399664.0685477914,5576.707933224996,0.0899568683760655,59652096.0,0,2024-01-01 03:12:00,server-07,dc-amsterdam-01
,,1,security_attack,9.0,593691.7488831413,8875.790265694804,0.1297018489984562,60583936.0,0,2024-01-01 03:14:00,server-09,dc-paris-01
,,1,security_attack,9.0,638651.104815864,8911.410764872522,0.1033469536823734,61896704.0,0,2024-01-01 03:16:00,server-09,dc-frankfurt-01
,,1,security_attack,9.0,100448.38318017263,1501.7200143215182,0.0997836628766041,59860992.0,0,2024-01-01 03:18:00,server-10,dc-paris-01
,,1,security_attack,9.0,257282.55634807417,3589.9891583452213,0.1000862052391223,59881472.0,0,2024-01-01 03:20:00,server-08,dc-london-01
,,1,security_attack,2.0,732338.7936507936,133152.50793650793,0.0139660212421388,117774336.0,0,2024-01-01 03:22:00,server-02,dc-london-01
,,1,security_attack,2.0,0.0,1.9581447712943896,0.0385751915708815,117252096.0,0,2024-01-01 03:24:00,server-10,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.107725409836065,61050880.0,0,2024-01-01 03:26:00,server-06,dc-frankfurt-01
,,0,security_attack,30.0,1859.6968648854613,6.072149101715699,0.064435366928418,88706252.8,0,2024-01-01 03:28:00,server-03,dc-paris-01
,,1,security_attack,3.0,0.0,34473.73150684931,0.0475436946902669,57106432.0,0,2024-01-01 03:30:00,server-02,dc-frankfurt-01
,,1,security_attack,2.0,0.0,118149.40845070424,0.1272052711451345,62343168.0,0,2024-01-01 03:32:00,server-05,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.1008194730870159,61939712.0,0,2024-01-01 03:34:00,server-08,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.1128547781929468,59600896.0,0,2024-01-01 03:36:00,server-10,dc-paris-01
,,1,security_attack,2.0,0.0,1.988101171562734,0.0496403022670021,50044928.0,0,2024-01-01 03:38:00,server-01,dc-amsterdam-01
,,1,security_attack,2.0,626015.5223880596,125203.10447761194,0.0238383545770569,113725440.0,0,2024-01-01 03:40:00,server-06,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.095303538055749,59781120.0,0,2024-01-01 03:42:00,server-09,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.0962937456078648,60706816.0,0,2024-01-01 03:44:00,server-03,dc-paris-01
,,1,security_attack,9.0,983627.194390339,14705.389949357226,0.1024286000054232,61741056.0,0,2024-01-01 03:46:00,server-02,dc-amsterdam-01
,,1,security_attack,6.0,140.1006408691125,1.705078793538895,0.0383663131581602,113741824.0,0,2024-01-01 03:48:00,server-07,dc-amsterdam-01
,,1,security_attack,9.0,67300.25609040994,1006.150007996162,0.097058498896249,59531264.0,0,2024-01-01 03:50:00,server-03,dc-london-01
,,1,security_attack,9.0,1892034.266441821,7957.153456998313,0.3938873623337965,88842240.0,0,2024-01-01 03:52:00,server-01,dc-frankfurt-01
,,1,security_attack,9.0,127923.49536599206,1784.979005106866,0.0962937456078648,60706816.0,0,2024-01-01 03:54:00,server-01,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.1272052711451345,62343168.0,0,2024-01-01 03:56:00,server-05,dc-paris-01
,,1,security_attack,9.0,775959.1296865396,11600.717885679163,0.1038915456854917,62152704.0,0,2024-01-01 03:58:00,server-04,dc-london-01
,,0,security_attack,24.0,2346.4177157168187,7.414618193180203,0.0439988109652872,45801472.0,0,2024-01-01 04:00:00,server-05,dc-frankfurt-01
,,0,security_attack,24.0,1788.503606084486,5.813121146536791,0.0490166216216207,48215040.0,0,2024-01-01 04:02:00,server-02,dc-london-01
,,0,security_attack,26.0,92.943101576097,5.996329133941742,0.0094425842176787,124485632.0,0,2024-01-01 04:04:00,server-05,dc-paris-01
,,1,security_attack,9.0,1910523.4436387608,8294.602504943969,0.1357867968938986,88825856.0,0,2024-01-01 04:06:00,server-01,dc-amsterdam-01
,,1,security_attack,9.0,56393.68847992138,843.0950104971636,0.0899568683760655,59652096.0,0,2024-01-01 04:08:00,server-03,dc-amsterdam-01
,,1,security_attack,9.0,113860.52525252526,1588.7515151515152,0.1181427576601648,62050304.0,0,2024-01-01 04:10:00,server-10,dc-frankfurt-01
,,1,security_attack,1.0,0.0,0.0,0.0676095011330079,128251904.0,0,2024-01-01 04:12:00,server-09,dc-frankfurt-01
,,0,security_attack,91.0,9882.886710508095,18.20015968462858,0.0589697535656724,58778419.2,0,2024-01-01 04:14:00,server-07,dc-london-01
,,1,security_attack,9.0,138684.88645101758,1935.1379504793151,0.0935514178851619,59574272.0,0,2024-01-01 04:16:00,server-07,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.0944611081837986,59658240.0,0,2024-01-01 04:18:00,server-09,dc-paris-01
,,1,security_attack,9.0,1682796.9536774438,7137.216108905275,0.4070672740012984,88313856.0,0,2024-01-01 04:20:00,server-08,dc-frankfurt-01
,,0,security_attack,18.0,1593.26143117477,5.264079618418844,0.0581657292444748,59001514.66666666,0,2024-01-01 04:22:00,server-04,dc-frankfurt-01
,,1,security_attack,9.0,120290.17696754112,1678.467585593597,0.0787546115148092,62091264.0,0,2024-01-01 04:24:00,server-10,dc-amsterdam-01
,,1,security_attack,9.0,1486084.1114388723,6186.289085545723,0.3930358500814624,89210880.0,0,2024-01-01 04:26:00,server-01,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.1218690276712886,60092416.0,0,2024-01-01 04:28:00,server-01,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.095990743914982,61128704.0,0,2024-01-01 04:30:00,server-09,dc-amsterdam-01
,,1,security_attack,9.0,2179087.2409302327,8778.775813953489,0.403632781439454,88385536.0,0,2024-01-01 04:32:00,server-10,dc-paris-01
,,1,security_attack,9.0,1192148.7289896128,17822.821529745044,0.1192796901893316,59629568.0,0,2024-01-01 04:34:00,server-02,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.098890451369955,60491776.0,0,2024-01-01 04:36:00,server-02,dc-frankfurt-01
,,1,security_attack,9.0,2039252.1553579783,8832.179691155827,0.124058429527793,88178688.0,0,2024-01-01 04:38:00,server-09,dc-amsterdam-01
,,1,security_attack,9.0,34225.757150215526,511.68075473744136,0.0978840793211251,59314176.0,0,2024-01-01 04:40:00,server-06,dc-paris-01
,,1,security_attack,9.0,346970.1269719123,4841.443632166218,0.0882672491475596,59439104.0,0,2024-01-01 04:42:00,server-06,dc-paris-01
,,1,security_attack,9.0,158707.38472368885,2214.521647307286,0.1008194730870159,61939712.0,0,2024-01-01 04:44:00,server-07,dc-amsterdam-01
,,1,security_attack,9.0,170.7508644147506,2.220748236608028,0.0556273002016537,127836160.0,0,2024-01-01 04:46:00,server-01,dc-amsterdam-01
,,1,security_attack,3.0,0.0,142987.63636363635,0.0475436946902669,57106432.0,0,2024-01-01 04:48:00,server-09,dc-frankfurt-01
,,1,security_attack,9.0,1959323.7113402064,8107.546391752578,0.3206496330049242,86693888.0,0,2024-01-01 04:50:00,server-01,dc-paris-01
,,1,security_attack,9.0,306651.81054165657,4584.495506436726,0.119321737176101,60891136.0,0,2024-01-01 04:52:00,server-10,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.1018568738229808,59678720.0,0,2024-01-01 04:54:00,server-01,dc-paris-01
,,1,security_attack,2.0,0.0,1.9689515928386807,0.0596974522292965,58028032.0,0,2024-01-01 04:56:00,server-05,dc-london-01
,,0,security_attack,4.0,6606714.1437908495,54827.50326797386,0.005683134582625,117620736.0,0,2024-01-01 04:58:00,server-06,dc-london-01
,,1,security_attack,2.0,0.0,1.98826515580844,0.0475436946902669,57106432.0,0,2024-01-01 05:00:00,server-09,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.1021978328187733,62230528.0,0,2024-01-01 05:02:00,server-04,dc-amsterdam-01
,,1,security_attack,2.0,0.0,1.9660231696427528,0.0238383545770569,113725440.0,0,2024-01-01 05:04:00,server-01,dc-paris-01
,,0,security_attack,12.0,1470.0924876732065,4.879975062815624,0.0378451652384588,114214912.0,0,2024-01-01 05:06:00,server-09,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.0900728982951237,59301888.0,0,2024-01-01 05:08:00,server-05,dc-amsterdam-01
,,1,security_attack,9.0,478141.7603393425,6671.745493107105,0.107725409836065,61050880.0,0,2024-01-01 05:10:00,server-03,dc-frankfurt-01
,,1,security_attack,9.0,324457.4334372751,4527.3130247061645,0.0989296677279795,60628992.0,0,2024-01-01 05:12:00,server-02,dc-london-01
,,1,security_attack,2.0,480597.3333333333,87381.33333333333,0.0209837160322822,114460672.0,0,2024-01-01 05:14:00,server-03,dc-london-01
,,1,security_attack,9.0,760991.864978903,11376.9547920434,0.1272052711451345,62343168.0,0,2024-01-01 05:16:00,server-01,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.1024286000054232,61741056.0,0,2024-01-01 05:18:00,server-07,dc-london-01
,,1,security_attack,2.0,688617.0746268657,125203.10447761194,0.020181294042281,121778176.0,0,2024-01-01 05:20:00,server-01,dc-paris-01
,,1,security_attack,9.0,844471.9090301003,12624.995317725752,0.1297018489984562,60583936.0,0,2024-01-01 05:22:00,server-04,dc-frankfurt-01
,,1,security_attack,2.0,1002985.7391304348,182361.0434782609,0.0209837160322822,114460672.0,0,2024-01-01 05:24:00,server-03,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.0626135598194503,60143616.0,0,2024-01-01 05:26:00,server-06,dc-amsterdam-01
,,0,security_attack,18.0,1520.1214151649367,5.021505867676429,0.0573978758639313,59363328.0,0,2024-01-01 05:28:00,server-05,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.1297018489984562,60583936.0,0,2024-01-01 05:30:00,server-05,dc-paris-01
,,1,security_attack,9.0,1852199.4381063248,7324.162980209546,0.3206496330049242,86693888.0,0,2024-01-01 05:32:00,server-05,dc-london-01
,,0,security_attack,16.0,2076.812996001177,5.967853436784991,0.0477453025892008,58828800.0,0,2024-01-01 05:34:00,server-10,dc-amsterdam-01
,,1,security_attack,5.0,3866943.687804878,102300.0975609756,0.0238383545770569,113725440.0,0,2024-01-01 05:36:00,server-02,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.0944611081837986,59658240.0,0,2024-01-01 05:38:00,server-08,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.1446850393700889,62029824.0,0,2024-01-01 05:40:00,server-01,dc-amsterdam-01
,,1,security_attack,3.0,0.0,177224.1126760563,0.0475436946902669,57106432.0,0,2024-01-01 05:42:00,server-03,dc-paris-01
,,1,security_attack,2.0,1677721.6,335544.32,0.0283599713483723,121888768.0,0,2024-01-01 05:44:00,server-09,dc-frankfurt-01
,,0,security_attack,1.0,0.0,0.0,0.0953576429404906,61886464.0,0,2024-01-01 05:46:00,server-09,dc-amsterdam-01
,,0,security_attack,1.0,0.0,0.0,0.1326984518884334,62138368.0,0,2024-01-01 05:48:00,server-05,dc-amsterdam-01
,,1,security_attack,9.0,1368530.4872060346,5583.306611448011,0.4001982888776096,88457216.0,0,2024-01-01 05:50:00,server-10,dc-frankfurt-01
,,1,security_attack,6.0,215.5834874785307,2.623734127527757,0.0216906470211403,121645056.0,0,2024-01-01 05:52:00,server-07,dc-london-01
,,1,security_attack,9.0,2260521.57213462,8884.145916686279,0.3206496330049242,86693888.0,0,2024-01-01 05:54:00,server-01,dc-paris-01
,,1,security_attack,5.0,316.03399340442417,3.1987246295994347,0.0549670938690682,127746048.0,0,2024-01-01 05:56:00,server-10,dc-amsterdam-01
,,1,security_attack,9.0,945249.9551532606,3882.815881505863,0.4048571428570253,87592960.0,0,2024-01-01 05:58:00,server-05,dc-amsterdam-01
,,1,security_attack,9.0,316931.358950328,4422.2980318650425,0.0903299225109763,59478016.0,0,2024-01-01 06:00:00,server-01,dc-frankfurt-01
,,1,security_attack,9.0,1945753.3262032089,8411.037433155081,0.124058429527793,88178688.0,0,2024-01-01 06:02:00,server-04,dc-amsterdam-01
,,1,security_attack,2.0,1098508.1904761903,199728.7619047619,0.0209837160322822,114460672.0,0,2024-01-01 06:04:00,server-04,dc-amsterdam-01
,,0,security_attack,30.0,1902.7062043451613,6.066658107169183,0.0620861626020575,59516518.4,0,2024-01-01 06:06:00,server-02,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.097058498896249,59531264.0,0,2024-01-01 06:08:00,server-10,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.1326984518884334,62138368.0,0,2024-01-01 06:10:00,server-05,dc-frankfurt-01
,,1,security_attack,9.0,639859.5269631031,8928.272469252603,0.1446850393700889,62029824.0,0,2024-01-01 06:12:00,server-08,dc-amsterdam-01
,,0,security_attack,1.0,0.0,0.0,0.1083835957715363,60110848.0,0,2024-01-01 06:14:00,server-02,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.1163397312859817,61935616.0,0,2024-01-01 06:16:00,server-05,dc-paris-01
,,0,security_attack,1.0,0.0,0.0,0.082150915857408,60160000.0,0,2024-01-01 06:18:00,server-02,dc-london-01
,,1,security_attack,2.0,2197016.380952381,399457.5238095238,0.0283599713483723,121888768.0,0,2024-01-01 06:20:00,server-07,dc-frankfurt-01
,,1,security_attack,2.0,0.0,1.9559618703683928,0.0124529977794277,116867072.0,0,2024-01-01 06:22:00,server-02,dc-amsterdam-01
,,1,security_attack,2.0,0.0,1.9623447993210423,0.0496403022670021,50044928.0,0,2024-01-01 06:24:00,server-05,dc-paris-01
,,1,security_attack,9.0,555326.4959547964,2423.8304867086167,0.3846768203062756,88987648.0,0,2024-01-01 06:26:00,server-02,dc-amsterdam-01
,,0,security_attack,1.0,0.0,0.0,0.0950197956577304,59715584.0,0,2024-01-01 06:28:00,server-02,dc-london-01
,,0,security_attack,1.0,0.0,0.0,0.108461262610339,61552640.0,0,2024-01-01 06:30:00,server-02,dc-london-01
,,1,security_attack,3.0,0.0,246723.76470588235,0.0475436946902669,57106432.0,0,2024-01-01 06:32:00,server-09,dc-frankfurt-01
,,1,security_attack,5.0,539190.2428940568,13547.49354005168,0.054462352968364,49899520.0,0,2024-01-01 06:34:00,server-02,dc-amsterdam-01
